"Series ID","Parent ID",Name,Unit,Frequency,Type,"Is Heading",Source,Comment
297,282,"Milk, other dairy products and eggs (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
298,297,"Raw and whole milk (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
299,297,"Skimmed milk (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
300,297,"Other milk and cream (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
301,297,"Cheese (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
302,297,"Yoghurt and similar products (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
303,297,"Milk-based dessert and beverages (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
304,297,"Eggs (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
305,282,"Oils and fats (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
306,305,"Vegetable oils (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
307,305,"Butter and other fats and oils derived from milk (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
308,282,"Fruit (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
309,308,"Dates, figs and tropical fruits, fresh (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
310,308,"Citrus fruits, fresh (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
311,308,"Stone fruits and pome fruits, fresh (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
312,308,"Other fruits, fresh (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
313,308,"Fruit, dried and dehydrated (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
314,308,"Fruit and nuts ground and other preparations (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
315,282,Vegetables(nd),Index,Monthly,,False,"Maldives Bureau of Statistics",
316,315,"Leafy or stem vegetables, fresh or chilled (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
317,315,"Fruit-bearing vegetables, fresh or chilled (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
318,315,"Green leguminous vegetables, fresh or chilled (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
319,315,"Other vegetables, fresh or chilled (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
320,315,"Tubers, plantains and cooking bananas (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
321,315,"Pulses (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
322,315,"Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
323,282,"Sugar, jam, honey, chocolate and confectionery(nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
324,323,"Cane and beet sugar (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
325,323,"Jams, fruit jellies, marmalades, fruit purée and pastes, honey (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
326,323,"Nut purée, nut butter and nut pastes (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
327,323,"Chocolate, cocoa, and cocoa-based food products (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
328,323,"Ice, ice cream and sorbet (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
329,282,"Food products n.e.c (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
330,329,"Ready-made food (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
331,329,"Baby food (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
332,329,"Salt, condiments and sauces (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
333,329,"Spices, culinary herbs and seeds (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
334,329,"Other food products n.e.c. (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
335,281,"Non-alcoholic beverages",Index,Monthly,,False,"Maldives Bureau of Statistics",
336,335,"Fruit and vegetable juices (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
337,336,"Fruit and vegetable juices (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
338,335,"Coffee and coffee substitutes (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
339,338,"Coffee and coffee substitutes (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
340,335,"Tea, maté and other plant products for infusion (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
341,340,"Tea, maté and other plant products for infusion (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
342,335,"Water (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
343,342,"Water (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
344,335,"Soft drinks (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
345,344,"Soft drinks (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
346,335,"Other non-alcoholic beverages (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
347,346,"Other non-alcoholic beverages (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
348,280,"Alcoholic beverages, tobacco and narcotics",Index,Monthly,,False,"Maldives Bureau of Statistics",
349,348,Tobacco,Index,Monthly,,False,"Maldives Bureau of Statistics",
350,349,"Tobacco (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
351,350,"Cigarettes (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
352,350,"Other tobacco products (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
353,348,Narcotics,Index,Monthly,,False,"Maldives Bureau of Statistics",
354,353,"Narcotics (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
355,354,"Narcotics (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
356,280,"Clothing and footwear",Index,Monthly,,False,"Maldives Bureau of Statistics",
357,356,Clothing,Index,Monthly,,False,"Maldives Bureau of Statistics",
358,357,"Clothing materials (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
359,358,"Clothing materials (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
360,357,"Garments (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
361,360,"Garments for men or boys (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
362,360,"Garments for women or girls (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
363,360,"Garments for infants (0 to under 2 years) (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
364,360,"School uniforms (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
365,357,"Other articles of clothing and clothing accessories (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
366,365,"Other articles of clothing (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
367,357,"Cleaning, repair, tailoring and hire of clothing (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
368,367,"Repair, tailoring and hire of clothing (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
369,356,Footwear,Index,Monthly,,False,"Maldives Bureau of Statistics",
370,369,"Shoes and other footwear (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
371,370,"Footwear for men (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
372,370,"Footwear for women (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
373,370,"Footwear for infants and children (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
374,280,"Housing, water, electricity, gas and other fuels",Index,Monthly,,False,"Maldives Bureau of Statistics",
375,374,"Actual rentals for housing",Index,Monthly,,False,"Maldives Bureau of Statistics",
376,375,"Actual rentals paid by tenants for main residence (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
377,376,"Actual rentals paid by tenants for main residence (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
378,374,"Maintenance, repair and security of the dwelling",Index,Monthly,,False,"Maldives Bureau of Statistics",
379,378,"Security equipment and materials for the maintenance and repair of the dwelling (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
380,379,"Materials for the maintenance and repair of the dwelling (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
381,378,"Services for the maintenance, repair and security of the dwelling (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
382,381,"Services for the maintenance, repair and security of the dwelling (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
383,374,"Water supply and miscellaneous services relating to the dwelling",Index,Monthly,,False,"Maldives Bureau of Statistics",
384,383,"Water supply (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
385,384,"Water supply through network systems (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
386,383,"Refuse collection (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
387,386,"Refuse collection (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
388,374,"Electricity, gas and other fuels",Index,Monthly,,False,"Maldives Bureau of Statistics",
389,388,"Electricity (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
390,389,"Electricity (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
391,388,"Gas (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
392,391,"Liquefied hydrocarbons (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
393,280,"Furnishing household equipments. carpets, and other floor coverings",Index,Monthly,,False,"Maldives Bureau of Statistics",
394,393,"Furniture, furnishings, and loose carpets",Index,Monthly,,False,"Maldives Bureau of Statistics",
395,394,"Furniture, furnishings and loose carpets (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
396,395,"Household furniture (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
397,393,"Household textiles",Index,Monthly,,False,"Maldives Bureau of Statistics",
398,397,"Household textiles (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
399,398,"Furnishing fabrics and curtains (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
400,398,"Bed linen and bedding (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
401,398,"Table linen and bathroom linen (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
402,393,"Household appliances",Index,Monthly,,False,"Maldives Bureau of Statistics",
403,402,"Major household appliances, whether electric or not (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
404,403,"Major kitchen appliances (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
405,403,"Major laundry appliances (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
406,403,"Heaters, air conditioners (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
407,402,"Small household appliances (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
408,407,"Small appliances for cooking and processing of food (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
409,407,"Other small household appliances (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
410,402,"Repair, installation and hire of household appliances (s)s",Index,Monthly,,False,"Maldives Bureau of Statistics",
411,410,"Repair, installation and hire of household appliances (s)s",Index,Monthly,,False,"Maldives Bureau of Statistics",
412,393,"Glassware, tableware and household utensils",Index,Monthly,,False,"Maldives Bureau of Statistics",
413,412,"Glassware, tableware and household utensils (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
414,413,"Glassware, crystal-ware, ceramic ware and chinaware (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
415,413,"Cutlery, flatware and silverware (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
416,413,"Kitchen utensils and articles (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
417,393,"Tools and equipment for house and garden",Index,Monthly,,False,"Maldives Bureau of Statistics",
418,417,"Motorized tools and equipment (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
419,418,"Motorized tools and equipment (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
420,417,"Non-motorized tools and miscellaneous accessories (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
421,420,"Miscellaneous accessories (sd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
422,393,"Goods and services for routine household maintenance",Index,Monthly,,False,"Maldives Bureau of Statistics",
423,422,"Non-durable household goods (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
424,423,"Household cleaning and maintenance products (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
425,423,"Other non-durable household goods (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
426,422,"Domestic services and household services (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
427,426,"Domestic services by paid staff (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
428,280,Health,Index,Monthly,,False,"Maldives Bureau of Statistics",
429,428,"Medicines and health products",Index,Monthly,,False,"Maldives Bureau of Statistics",
430,429,"Medicines (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
431,430,"Medicines, vaccines and other pharmaceutical preparations (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
432,429,"Assistive products (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
433,432,"Assistive products for vision (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
434,428,"Outpatient care services",Index,Monthly,,False,"Maldives Bureau of Statistics",
435,434,"Other outpatient care services (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
436,435,"Outpatient curative and rehabilitative services (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
437,428,"Inpatient care services",Index,Monthly,,False,"Maldives Bureau of Statistics",
438,437,"Inpatient curative and rehabilitative services (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
439,438,"Inpatient curative and rehabilitative services (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
440,428,"Other health services",Index,Monthly,,False,"Maldives Bureau of Statistics",
441,440,"Diagnostic imaging services and medical laboratory services (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
442,441,"Diagnostic imaging services and medical laboratory services (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
443,280,Transport,Index,Monthly,,False,"Maldives Bureau of Statistics",
444,443,"Purchase of vehicles",Index,Monthly,,False,"Maldives Bureau of Statistics",
445,444,"Motorcycles (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
446,445,"Motorcycles (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
447,444,"Bicycles (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
448,447,"Bicycles (d)",Index,Monthly,,False,"Maldives Bureau of Statistics",
449,443,"Operation of personal transport equipment",Index,Monthly,,False,"Maldives Bureau of Statistics",
450,449,"Fuels and lubricants for personal transport equipment (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
451,450,"Petrol (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
452,450,"Lubricants (nd)",Index,Monthly,,False,"Maldives Bureau of Statistics",
453,449,"Maintenance and repair of personal transport equipment (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
454,453,"Maintenance and repair of personal transport equipment (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
455,443,"Passenger transport services",Index,Monthly,,False,"Maldives Bureau of Statistics",
456,455,"Passenger transport by road (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
457,456,"Passenger transport by bus and coach (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
458,456,"Passenger transport by taxi and hired car with driver (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
459,455,"Passenger transport by air (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
460,459,"Passenger transport by air, domestic (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
461,459,"Passenger transport by air, international (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
462,455,"Passenger transport by sea and inland waterway (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
463,462,"Passenger transport by sea and inland waterway (s)",Index,Monthly,,False,"Maldives Bureau of Statistics",
464,280,"Information and communication",Index,Monthly,,False,"Maldives Bureau of Statistics",
